0,1
Entity,Relationship
Carbon Finance Limited,Subsidiary
Graphite International B.V. (GIBV),Subsidiary
Graphite Cova GmbH,Subsidiary of GIBV
Bavaria Electrodes GmbH,Subsidiary of GIBV
Bavaria Carbon Holdings GmbH,Subsidiary of GIBV
Bavaria Carbon Specialities GmbH,Subsidiary of GIBV
