0,1,2,3
1,Long Term / Subordinate Debt,INDIA Ratings,IND AAA/Stable
2,Commercial Paper,INDIA Ratings,IND A1+
3,Long Term / Subordinate Debt,CARE Ratings,CARE AAA/Stable
4,Subordinate Debt,Brickwork Ratings,BWR AAA/Stable
5,Fixed Deposit Programme,CRISIL Rating,FAAA/ Stable
6,Long Term / Subordinate Debt,CRISIL Rating,CRISIL AA+/Stable
7,Commercial Paper,CRISIL Rating,CRISIL A1+
