0,1
4-,India Steamship Pte. Limited
5.,India Steamship Internationa) FZE
6.,CFCL Ventures Limited
7-,ISGN Corporation
8.,ISG Novasoft Technologies Limited
9-,Inuva Info Management Private Limited
Joint Venture,
10. | Indo Maroc Phosphore SA.,
