0,1,2,3
No of Shares,Amount,No of Shares,Amount
"86,01,277","6,817,52","86,01,277","6,885.88"
"1,13,61,999","1,165.12(1,165.12)","1,13,61,999","1,165.12(1,165.12)"
"9,800","20,961,23","9,800","18,956.86"
"45,00,000","1,467.17","45,00,000","1,276.99"
"1,33,00,000","1,330.00(1,330.00)","1,33,00,000","1,330.00(1,330.00)"
,"29,245.92",,"27,119.73"
"3,57,5911,95,900",14.01,"3,57,5911,95,900",' 14.01
"8,850",0.45,"8,850",0.45
