0,1,2,3,4
s.No,Particulars,NCDs of Series B-2 ofCrore,NCDs of * 49.79Crore,NCDs of? 300 Crore
,,"dale of allotment i.e 4,hFebruary 2010.","Based on above, nopayment towardsPrincipal was dueduring the Half Yearended 3T' March,2018.","Based on above, nopayment towardsPrincipal was dueduring the Half Yearended 31s1March,2018."
5.,Next due date for thepayment of interest /principal,Next Interest onoutstanding NCDs ofSeries B-2 of ? 40 Crorewill be due for payment on31â€œ March 2019.Next Installment ofredemption of Principal ofNCDs of Scries B-2 (? 20Crore) will be due on 4thFebruary 2019.,"Next Interest will bedue for payment on20,hJuly 2018.Is1",
