0,1
Non Current Liabilities,^in LacsAs at 31 March As at 31 March2018 2017
Financial Liabilities (Non - Current),
BorrowingsTrade PayableOther Financial LiabilitiesDepositsOther Liabilities,"1,115.9949.82 21.851,165,81 21.85"
