0,1
Particualrs,Equity_
"Balance as on March 31,2017 as per previous GAAP",4389.9
Add/ (Less): Adjustment of Ind AS,
Impact of recognition of warranty provision at present value,19.0
"Impact of recognition of government grant on property, plant and equipment",.
Tax impact on above,(66)
"Balanceason March 31,2017asper Ind AS","4,4023"
