0,1,2,3
â–Particulars,FY'18(Actual),FY'19(Estimated),Growth(YoY)
Crude Steel Production (million tonnes),16.27,16.75,3.0%
Saleable Steel Sales (million tonnes),15.62,16.00,2.5%
