0,1
Segment,Description of the activity
CRAMS,Contract Research and Manufacturing Segment under long term supplyagreements
OTHERS,"Manufacturing of Bulk Drugs, Intermediates, Quats, Speciality Chemicals,Vitamin D3 analogue, Disinfectants and Traded Goods"
