0,1,2,3
Subsidiaries,Subsidiaries,Subsidiaries,Country' ofIncorporation
Wipro PortugalS.A.,Wipro Technologies GmbhNew Logic Technologies SARL,,PortugalGermanyFrance
Wipro do Brasil TechnologiaLtda,Wipro Do Brasil Sistemetas DeInformatica Ltd,,BrazilBrazil
Design'd A/S,"Designit Denmark A/SDesignit Munich GmbHDesignit Oslo A/SDesignit Sweden ABDesignit T.L.V Ltd.Designit Tokyo LtdDenextep Spain Digital, S.L",Designit Colombia SA SDesignit Peru SAC,DenmarkDenmarkGermanyNorwaySwedenIsraelJapanSpainColombiaPeru
