0,1,2
Amount recognised in OCE,31-Mar-18,31-Mar-17
Actuarial (gain)/loss on obligations-change in demographic,-,-
assumptions,,
Actuarial (gain)/loss on obligations-change in financial assumptions,(20.74),19.84
Actuarial (gain)/loss on obligations-Experience Adjustment,127.47,103.87
Total expense recognized in the statement of Other,,
Comprehensive Income,106.73,123.71
