0,1
SI No.,Company Name
1,KNR Agrotech And Beverages Private Limited
2,KNR Infrastructure Projects Private Limited
3,KNR Energy Limited
4,KNR Walayar Tollways Private Limited
5,KNRC Holdings and Investments Private Limited
6,KNR Chidambaram Infra Private Limited
7,KNR Srirangam Infra Private Limited
8,"KNRCL FZE, UAE - (Located Outside India)"
9,KNR Constructions LLC - (Located Outside India)
