0,1
i) Debt Service Coverage Ratio,"Earnings before interest,Tax,Depreciation & amortisation /Interest Expenses + Principal Repayments made during the year of long term loans"
,
ii) Interest Service Coverage Ratio,"Earnings before Interest,Tax,Depreciation & amortisation / Interest Expenses"
,
iii) Debt / Eauitv Ratio,Total Debt / Equity
