0,1,2,3,4,5,6
"', Mn",Q1FY 18,Q4 FY 17,Q3 FY 17,Q2 FY 17,Q1 FY 17,FY 17
Revenue from Operations,"10,490","10,048","9,931","9,836","9,605","39,420"
"%, q-o-q",4,1,1,2,2,12
Other Income,9,4,10,8,12,34
