0,1
Name of the Entity,Relationship
CEAT Limited,Holding Company
Associated CEAT Holdings Co. (Pvt.) Limited,Subsidiary
CEAT AKKHAN Limited,Subsidiary
RADO Tyres Limited,Subsidiary
CEAT Specialty Tyres Limited,Subsidiary
