0,1,2,3,4,5,6
,Quarter Bided,Year Ended,,,,
Particulars,Mar-18,Mar-17,Y-on-YGrowth,Mar-18,Mar-17,Y-on-YGrowth
Total revenues,"1,033",977,6%,"4,045","11,743",-66%
B3ITDA,67,(108),162%,8,238,-97%
EBITDA / Totalrevenues,6.5%,-77.7%,,0.2%,2.0%,
EBIT,(272),(416),35%,"(1,268)","(4,018)",68%
Capex,301,552,-46%,"1,235","1,830",-33%
Operating Free Cash Flow (EBITDA - Capex),(234),(660),65%,"(1,227)","(1,592)",23%
Cumulative Investments,"35,869","35,243",2%,"35,869","35,243",2%
