0,1
Consumption(fri7),Growth(y-o-y)
33.7,S.io/o
7.8,4.30/0
1.05,13 o/o
5.15,2.10/0
13.68,9.30/0
4.4,2.10/0
6.6,0.90/0
76.96,4.20/0
