0,1
The National Stock Exchange of India Limited,BSE Limited
"Exchange Plaza, 5th Floor",Phiroze Jeejeebhoy Towers
"Plot No. C/1, G Block",Dalai Street
Bandra Kurla Complex,Mumbai- 400 001
Bandra (E),
Mumbai- 400 051,Scrip Code : 517354
NSE Symbol : HAVELLS,
