0,1,2,3,4
Standalone,,Consol,dated,
Q4 FY18,Q4 FY17,,Q4 FY18,Q4 FY17
"4,606","2,876",Net Revenue,"17,438","9,995"
947,556,EBITDA,"2,961","2,142"
526,315,PAT*,914,775
