0,1,2
"The ManagerCorporate Relationship DepartmentBSE Limited1stFloor, New Trading Wing,Rotunda Building,P J Towers, Dalai Street, Fort,Mumbai -400001","The ManagerListing DepartmentNational Stock Exchange of India LimitedExchange Plaza, 5thFloor,Plot No. C-l, Block G,Bandra Kurla Complex, Bandra (E),Mumbai - 400051","The SecretaryThe Calcutta Stock ExchangeLimited7, Lyons Range,Kolkata-700001"
BSE Security Code: 500043,NSE Symbol: BATAINDIA,CSE Scrip Code: 10000003
