0,1,2
Accrued Income,,
Security Deposits,"496,06",448.16
Other Receivables,58.55,52.93
Dues from Related Parties -DoubtfulTransafe Services Ltd,"80,87",80.87
Less : Provision,(80.87),(80.87)
