0,1,2,3,4,5,6
Particulars,(Million tonnes),,,,,
4Q FY2018,4Q FY2017,%YOYGrowth,FY 2018,FY 2017,%YOYGrowth,
Production: Crude Steel,4.31,4.10,5%,16.27,15.80,3%
Sales:,,,,,,
- Rolled: Flat,2.97,2.90,2%,11.17,10.97,2%
- Rolled: Long,1.04,0.78,33%,3.55,3.06,16%
- Semis,0.21,0.27,-22%,0.90,0.74,22%
Total Saleable Steel,4.22,3.96,7%,15.62,14.77,6%
