0,1,2,3,4
SecurityCode,Type ofSecurity,Book Closure,RecordDate,Purpose
COLPAL,Equity Shares,"Friday, July 20, 2018 toThursday, July 26, 2018(both days inclusive)",,For the purpose ofAnnual General Meeting
