0,1,2,3,4
Name of the Company,"As at March 31, 2018",As at March 31. 2017,,
% holdinq,Consolidated as,% holdinq,Consolidated as,
Cummins Sales & Service Private Limited,100%,Subsidiary,100%,Subsidiary
Cummins Generator Technologies India Private Limited,48.54%,Associate,48.54%,Associate
Valvoline Cummins Private Limited,50%,Joint Venture,50%,Joint Venture
Cummins Research and Technology India Private Limited,50%,Joint Venture,50%,Joint Venture
