0,1,2
“Fit for Future”,,
exceptional/additionalcharges in PBT,Q4FY18,FY18
JLR (£m),(97),340
TML (S) Cr),"(1,236)","(1,229)"
Conso (? Cr),"(2,113)","1,512"
