0,1,2,3
Sr.No.,Directions/Questions u/s 143(5),Actton Taken by Gctfbrat Mineral DevelopmentCoqjoratlon L&,Impact onAccounts andFinandak
1,Whether the Company has cleartitle/Jease deeds for freehold andleasehold land respectively? If notplease state the area of freeholdand leasehold land for whichtitie/lease deeds are not available?,"Yes, the Company has clear title/leasedeeds for freehold and .leasehold landrespectively.i ......",No impact
2,"Whether there are any cases ofwaiver/ write off ofdebts/loans/interest etc. If yes, thereasons there for and the amountinvolved.","As Informed to us, the company hasWritten off Debit Balances of Rs. 23.52lakhs in the books of accounts. In theOpinion of the management, suchamounts are no longer receivable.",No impact
3,Whether proper records aremaintained for inventories lyingwith third parties and assetsreceived as gift/grant(s) from theGovernment or other authorities.,"Yes, proper records are maintained bytire company for inventory lying withthird parties and no asset is received asgift from Government or otherauthority, as informed to us.",No impact
