0,1
Name of the entity,Relationship
Mahindra & Mahindra Financial Service Limited,Holding Company
Mahindra Insurance Brokers Limited,Subsidiary
Mahindra Rural Housing Finance Limited,Subsidiary
Mahindra Asset Management Company Private Limited,Subsidiary
Mahindra Trustee Company Private Limited,Subsidiary'
"Mahindra Finance USA, LLC",Join! Venture
