0,1,2,3
USD Mn,Q1 18,Growth,
QoQ,YoY,,
Revenue,162.2,3.9%,12.1%
EBITDA*,26.5,1.0%,4.7%
EBIT,22.8,1.8%,2.7%
PAT,20.7,10.3%,20.3%
