0,1,2,3
1,QuarterJan Mar2018,QuarterJan-Mar2017,
| Sato* Volume -| Cam one,Mlllcn Tonnes,7.11,•■SO--1
[ Sales Volume -Readymu Concrete,Mibon CuWc•ittres,O.M,0.72
Net Sales,* Cnxe | J.SJ7,J.ioa,
Operating ISITDA,tCrore | 492,417,
| Prof* before Tea,« Crore,J70,201
1 Profit after Tea,SCrpr*,2)9,211
