0,1,2
Description,As at31.03.2018 | 31.03.2017Audited,
Commercial Vehicle,"1,703,070.38","1,476,428.42"
Financial Service,"1,648,728.98","1,190,404.01"
Total Segment Assets,"3,351,799.36","2,666,832.43"
