0,1,2,3,4,5,6
,Quarter Ended,Year Ended,,,,
Particulars,Mar-18,Mar-17,Y-on-YGrowth,Mar-18,Mar-17,Y-on-YGrowth
Total revenues,791,744,6%,"3,092","3,078",0%
ffirTDA,284,192,48%,"1,019",728,40%
EBITDA / Totalrevenues,35.9%,25.9%,,32.9%,23.7%,
ffirr,177,57,209%,545,137,298%
Capex,250,135,85%,424,414,2%
Operating Free Cash Flow (EBITDA - Capex),34,57,-41%,594,314,89%
Cumulative investments,"8,741","8,922",-2%,"8,741","8,922",-2%
