0,1,2
Particulars,31 March 2018,31 March 2017
Net payables,.,
USD,"36,63,714","23,56,883"
Euro,"17,82,941","25,53,746"
GBP,"4,73,197","7,56,362"
Forward Contracts,,
GBP,"80,000","23,799"
Euro,,
Receivables,,
AED,"1,09,18,698","90,99,870"
