0,1,2,3
Subsidiaries,Subsidiaries,Subsidiaries,Country ofIncorporation
,Wipro Gulf LLCRainbow Software LLCCelient GmbH,Celient Mittelstandsberatung GmbHCeilent GmbhtA),Sultanate ofOmanIraqGermanyGermanyAustria
Wipro Networks Pte Limited,Wipro (Dalian) LimitedWipro Technologies SDNBHD,,SingaporeChinaMalaysia
Wipro Chengdu Limited,,,China
Wipro Airport IT ServicesLimited *,,,India
Appirio India Cloud SolutionsPrivate Limited,,,India
Wipro IT Services BangladeshLimited,,,Bangladesh
