0,1,2
Balances with Government Authorities,"1,519.81","2,029.51"
Prepaid Expenses,"963,61",653.08
Advances to Contractors & Suppliers -Good,"1,706,64","1,813.61"
Advances to Contractors & Suppliers -Doubtful,823.85,665.22
Less : Provision for Doubtful Advances,(823.85),(665.22)
Other Advances to related parties,311.95,600.00
Others,"2,941.55","2,652.93"
