0,1,2,3,4,5,6
%,Q1 FY 18,Q4 FY 17,Q3 FY 17,Q2 FY 17,Q1 FY 17,FY 17
Onsite,65.4,65.1,65.4,64.7,64.5,64.9
Offshore (Inc 1.Nearshore),34.6,34.9,34.6,35.3,35.5,35.1
Total,100.0,100.0,100.0,100.0,100.0,100.0
