0,1,2
"ITamnar-1,1,000MW (EUP I]1","[Tamnar-II- 1,2 00 MW [EUPII]J","1Tamnar-II-1,200MW(EUP III]1"
* Goal sourced through - marketpurchase and e-auction,* Lo n g term linkage fromMahanadi Coal Limited [MCL]and South Eastern Coalfieldslimited [SECL],* Coal sourced through-marketpurchase and e-auction
