0,1,2,3,4,5
Paid-up equity share capital (Face value of Re. 1 each)Reserves excluding Revaluation Reserves,63.11,63.11,63.11,63.114128.38,63.113699.58
Earnings per share (Basic & Diluted) (not annualised for the quarter) - Rs.,0.84,3.30,0.70,8.47,4.37
