0,1
Particulars,Units
Working Capital ex-Cash & Equivalents,? crore
Working Capital,Days
Cash & Equivalents,? crore
Debt denominated in INR,? crore
Debt denominated in USD,? crore
Debt denominated in other currencies,? crore
Total Debt,? crore
Other Financial Liabilities,? crore
Shareholderâ€™s Equity,? crore
Capital Employed,? crore
Net Debt / Equity,X
ROE,%
ROCE,%
Operating ROCE,%
