0,1,2,3
,The General Manager,,National Stock Exchange of India Limited
", /",Department of Corporate Services,,"“Exchange Plaza”, C-1, Block-G"
Ss,BSE Limited,,Bandra-Kurla Complex
,"Floor 25, Phiroze Jeejeebhoy Towers",,Bandra (E)
,Dalai StreetMumbai - 400 001,,Mumbai-400051
,Scrip Code: 530813,,Symbol: KRBL Series: Eq.
