0,1,2
PARTICULARS,GROSSBLOCK,NET BLOCK
"4 Flats at Naranpura, Ahemdabad",10.31,3.54
"Land at Memnaqar, Ahemdabad",69.21,54.69
"2 Flats at Viman Naqar, Pune",8.45,3.04
"84 Flats at Gokuldham Goreqaon, Mumbai",238.19,38.09
"6Flats in Andheri East, Mumbai",9.93,0.40
"1 Floor at CBD Belapur, Navi Mumbai",101.68,39.78
