0,1,2,3
Security Code,Type of Security,Book Closure,Purpose
CUMMINSIND/500480,"Equity Share ofthe face valueRs.2/- each, fullypaid.","August 4,2018 toAugust 9,2018 (bothdaysinclusive).","(i)    Annual Book Closurefor AGM to be held onAugust 9, 2018(ii)    Payment of finaldividend of Rs.10/-per share for thefinancial year 2017-18, subject toapproval of theshareholders."
