0,1
Entity,Relationship
Emami Bangladesh Limited,Subsidiary
Emami International FZE,Subsidiary
Emami Overseas FZE,Step down subsidiary
Pharmaderm SAE,Step down subsidiary
Fravin PTY LTD,Step down subsidiary
Greenlab Organics,Step down subsidiary
Diamond Bio-Tech Laboratories PTY LTD,Step down subsidiary
Abache PTY LTD,Step down subsidiary
Emami Indo Lanka (Pvt) Limited,Subsidiary
Helios Lifestyle Private Limited,Associate
