0,1,2
TML (S)*Cr (Ind AS),Q4 FY '18 Vs PY,FYâ€™ 18 VsPY
Net RevenuePBTU EBIT (%),"19,779 45%T(474) 40%3.1 460 bps","58,457 32%(947) 60%0.9 400 bps"
