0,1,2,3,4
Particulars,Year endedMarch 31. 2018,"Year endedMarch 31,2018",Elimination/Adjustments,Total
,Engines #,Lubes*,,
Sales,"5,06,020","1,28,006","1,28,006","5,06,020"
Profit before tax,"84,077","22,360","22,360","84,077"
Profit after tax,"63,885","14,594","7,297","71,182"
