0,1,2
Subsidiaries,Joint Ventures,Associates
Maharashtra Seamless(Singapore) Pte. Ltd,Dev Drilling Pte. Ltd,Jindal Pipes (Singapore) PteLtd
Discovery Oil & Mines Pte. Ltd.,Gondkhari Coal MiningLimited,Star Drilling Pte. Ltd.
Internovia Natural Resources FZLLC,,
Maharashtra Seamless FinanceLtd.,,
Zircon Drilling Supplies andTrading FZE,,
Jindal Premium Connection Pvt.Ltd,,
