0,1
No.BS/85/QFR/2016,29thMay 2018
"The Manager,","The Manager,"
"Listing Department,","Listing Department,"
National Stock Exchange of India Ltd,Bombay Stock Exchange Limited
"Exchange Plaza, Bandra Kuria Complex,",Phiroze Jeejeebhoy Towers
"Bandra (East), Mumbai-400051","Dalai Street, Mumbai-400001"
Symbol & Series: MMTCJEQ,Company Scrip Code: 513377
