0,1,2
Particulars,"As at 31st March, 2018","As at31st March, 2017"
Considered good,,
Secured,,
Related parties,-,-
Other parties,7179.44,7125.62
Unsecured,,
Related parties,8494.03,7271.98
Other parties,92917.20,90668.54
Considered doubtful,,
Related parties,,
Other parties,2514.92,2904.98
Less: Allowance for doubtful debts,(2514.92),(2904.98)
Total Trade receivables,108590.67,105066.14
