0,1,2
,Current,
As at31.03.2018,As at31.03.2017,
Trade Payables (including Acceptances)*,,
Due to Micro and Small Enterprises (Refer Note 36),34.82,26.59
Due to others,"1,816.68","1,644.67"
TOTAL,"1,851.50","1,671.26"
