0,1,2
Particulars,For the year ended   For the year ended,
"December 31, 2017","December 31, 2016",
Net profit after tax ('Million ),"4,109.60","3,514.32"
Weighted average outstanding equity shares considered for basic EPS (Nos.),"297,430,061","301,814,066"
Basic earnings per share (In'),13.82,11.64
Weighted average outstanding equity shares considered for basic EPS (Nos.),"297,430,061","301,814,066"
Add : Effect of dilutive issue of stock options (Nos.),"4,272,786","2,630,374"
Weighted average outstanding equity shares considered for diluted EPS (Nos.),"301,702,847","304,444,440"
