0,1,2
Particulars,As at 31 March 2016 (Rs. in laks),As at 31 March 2015 (Rs. in laks)
a. General reservesAs per last balance sheet,,
(+) Current Year Transfer,—,—
(-) Written Back in Current Year,—,—
Closing Balance,—,—
b. SurplusAs per last balance sheet,(43.84),(46.60))
(+) Net Profit/(Net Loss) For the current year,(21.91),2.76
(-) Transfer to Reserves,—,—
Closing Balance,(65.75),(43.84)
Total,(65.75),)(43.84)
