0,1,2
Particulars,As at31-Mar-2017,As at31-Mar-2016
Incentives Receivables,288.40,"1,499.44"
Pre-paid expenses,11.12,15.25
Excise Duty Refund Receivable,1.60,27.44
Balance With Central Excise Department,36.85,37.03
Accrued interest,70.02,69.32
Advance Tax ( Net of Provision for Tax),631.56,720.97
Total,"1,039.55","2,369.45"
