0,1,2
18. Other Operating Income,,
Duty Drawback on Export Goods,0.000.00,183596.00
183596.00,,
19. Other Income,,
Interest Receipts,128138.00,0.00
Exchange Fluctuation (Net),0.00,225546.26
,128138.00,225546.26
