0,1,2,3,4,5
Sr.,Particulars,Year ended,Year ended,,Year ended
No.,,"December 31, 2017","December 31, 2016",,"January 1, 2016"
1,Receivables,274.14,275.70,,439.69
2,Payables,499.47,417.37,,488.07
3,Provision for doubtful debts,1.15,1.15,,1.15
4,Loans and advances,14.16,3.66,,89.27
5,Security deposits,0.12,0.12,,0.12
