0,1,2
,As at,As at
,31.03.2017,31.03.2016
,Rs. Ps,Rs. Ps
Profit After Tax( Cr),8095131,-70356757
Weighted Average Number of Shares,,
Basic,1000000,1000000
Diluted,1000000,1000000
Earnings Per shareof Rs.10/-,,
Basic,8.10,-70.36
Diluted,8.10,-70.36
