0,1,2
Assets,Useful life followed by the Management (years),Useful life prescribed in Schedule II (years)
Building and roads Office building,60,60
Factory building,30,30
Plant and Machinery (based on single shift),15 - 20,15 - 20
Office Equipment,5,5
Laboratory Equipment,10,10
Electrical Installations,10,10
Computers,3 - 6,3 - 6
Furniture and Fixtures,10,10
Motor vehicles,5,8
