0,1,2
Particulars,31 March 2018,31 March 2017
('in crores),('in crores),
Raw materials,74.25,81.38
[Includes stock in transit ' 15.59 crores (31 March 2017: ' 15.05 crores],,
Work-in-progress,20.38,21.43
Construction work-in-progress,98.80,124.75
Finished goods,53.34,39.66
[Includes stock in transit ' 48.63 crores (31 March 2017: ' 11.61 crores)],,
Traded goods,4.68,8.04
"Stores, spares, packing materials and others",54.59,34.05
Total,306.04,309.31
