0,1,2
Particulars,As at 31st March 2017,As at 31st March 2016
Non - Trade Investments,,
In Equity Shares - Unquoted fully Paid - up,,
"2,00,000 (2,00,000) Equity Shares of Micro Associates",,
Consultancy (I) Pvt Ltd of Rs.10/- each fully paid,"20,00,000","20,00,000"
"40,000 (40,000) Equity Shares of Forethought",,
Technologies Pvt Ltd of Rs.10/- each fully paid,"22,52,800","22,52,800"
Less: Provision for Diminishing of Investment,"(42,52,800)","(42,52,800)"
Total,-,-
