0,1,2,3,4
S No,,As on 31.03.2016,As on 31.03.2015,
,,,Rupees,Rupees
I,Cash and Cash Equivalentsa) Balances with Banks1) On Current Accounts2) Un Paid Dividend Accountb) Cash on Hand,,"7,09,94,0993,32,58914,14,003","17,39,2633,88,06216,32,837"
,Other Bank BalancesOn Deposit Accounts1) On Margin Money Deposit Accounts,Sub Total,"7,27,40,6911,04,02,78,675","37,60.16290,67,00,395"
,Sub Total,"1,04,02,78,675","90,67,00,395",
,Total Cash and Cash Equivalents,,"1,11,30,19,366","91,04,60,556"
