0,1,2
Particulars,"Year ended31st March, 2018","Year ended31st March, 2017"
"Carrying value of land reclassified from property, plant and equipment (Refer note 2 (a) (iv))",4367.93,-
Cost of approval for building commencement certificate,6143.06,-
Total Costs towards development of property,10510.99,-
