0,1,2,3,4
S. No.,Particulars,As on 31.03.2016,As on 31.03.2015,
Rupees,Rupees,,,
I,Cash and Cash Equivalents a) Balances with banks1 ) On Current Accounts,,8.11.81 623,"3,41 04.200"
,2) Un Paid Dividend Account,,"3,32,589",3 88.062
,b) Cash on hand,,"19,41,379",24 72.233
,,Sub Totai,"8,34,55,591","3,69.64,495"
,Other Bank BalancesOn Deposit Accounts1) On Margin Money Deposit Accounts,,"1,29,01.92,215","90,67 00 395"
,,Sub Total,"1,29,01,92,215","90,67 00,395"
,Total Cash and Cash Equivalents,,"1,37,36,47,806","94,36,64,889"
