0,1,2
,"As at31st March, 2018","As at31st March, 2017"
Earmarked balances with banks,,
Unpaid dividend,138,114
Investments in term deposits (with original maturity of more than three months but less than twelve months),"2,662",985
,"2,800","1,099"
