0,1,2
,Current,
As at31.03.2018,As at31.03.2017,
Trade Payables (including Acceptances)*,,
Due to Micro and Small Enterprises,39.88,30.38
Due to Others,"2,120.08","1,892.45"
TOTAL,"2,159.96","1,922.83"
