0,1,2
,31 December 2017INR in Lacs,31 December 2016INR in Lacs
Sale of Products & Services,"219,903.62","233,324.02"
Less : Excise Duty,"9,874.38","17,913.73"
Sales of Products & Sevices on Comparable basis,"210,029.24","215,410.29"
