0,1,2,3,4
Particulars,USD,EUR,GBP,Others*
Net financial assets,"3,146.84",78.41,124.30,300.94
Net financial liabilities,334.98,5.87,7.51,3.04
Net assets/(liabilities),"2,811.86",72.54,116.80,297.90
